Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
63000,0.74428076,0.00019999972,4.330341,18.342135255535442,18.34213526743795,609.6111111111111,0.3117103,0.032611966
64000,0.7575281,0.00019999972,4.2634068,17.898951117481506,17.89895112142988,562.7142857142857,0.2828758,0.034604587
65000,0.7849946,0.00019999972,4.2122416,18.899127542972565,18.899127488883096,590.5384615384615,0.26612353,0.039185483
66000,0.8028735,0.00019999972,3.7500386,86.92972371258907,86.92972369733086,1563.4,0.3171904,0.038090173
67000,0.80704457,0.00019999972,3.6569002,18.99705021083355,18.99705027218952,583.2,0.21794388,0.037641153
68000,0.7966981,0.00019999969,3.5227487,17.797154986436535,17.79715510783269,679.8823529411765,0.29184115,0.03509701
69000,0.8397987,0.00019999967,3.3755314,18.346958799021586,18.346959001881128,621.1428571428571,0.23820785,0.032703396
70000,0.8347515,0.00019999967,3.5470066,24.216851479425614,24.21685144710601,1089.5555555555557,0.26259208,0.03351123
71000,0.76929885,0.00019999967,4.079126,66.63143446675635,66.63143455421209,1624.7142857142858,0.30439568,0.03142207
72000,0.7657577,0.00019999967,4.0389996,17.616701955978687,17.616702006441738,601.9230769230769,0.28525448,0.03493764
73000,0.7304309,0.00019999967,4.2519956,19.757552824182703,19.757552775930044,759.4285714285714,0.2526608,0.032731503
74000,0.7422421,0.00019999967,4.1145673,17.758528356368725,17.758528400822026,554.3076923076923,0.29394382,0.035224553
75000,0.7343292,0.00019999967,4.2400827,16.911729666803563,16.91172969740533,618.1428571428571,0.28620136,0.030690491
76000,0.7533257,0.00019999967,3.907644,103.16417029737656,103.16417030740446,1819.4137931034484,0.4428341,0.032472216
77000,0.73322815,0.00019999967,3.6785743,18.440922789275646,18.440922766473847,588.8421052631579,0.2588951,0.032914713
78000,0.7153407,0.00019999967,3.7726076,18.83104000865881,18.831040052477842,648.0,0.28592932,0.036446877
79000,0.7587149,0.00019999967,3.5992863,15.470174400011699,15.470174471946667,495.26666666666665,0.2795628,0.03594713
80000,0.7541418,0.00019999967,3.473509,17.918929707391985,17.918929726704906,634.7857142857143,0.23744383,0.02953737
81000,0.74178874,0.00019999967,4.05881,74.11082452971247,74.11082458593266,1718.8709677419354,0.3044813,0.03531692
82000,0.7299616,0.00019999967,4.028927,19.410957856103778,19.410957831150373,649.6923076923077,0.3002057,0.035518155
83000,0.69272435,0.00019999966,4.039584,13.719129507046413,13.719129493382592,539.1176470588235,0.29482493,0.035026226
84000,0.66942763,0.00019999966,4.199398,15.446578545495868,15.446578517764628,514.75,0.29866397,0.032982163
85000,0.6643672,0.00019999966,4.282844,17.967137587070464,17.967137694584682,546.9333333333333,0.28522143,0.036964037
86000,0.6901576,0.00019999965,4.075901,104.3488643626372,104.34886436597068,1855.2666666666667,0.3290537,0.032008186
87000,0.67561674,0.00019999965,3.7301981,12.620494986573854,12.620495082931939,445.6666666666667,0.25616115,0.03616577
88000,0.66785985,0.00019999965,3.820878,14.802845907211303,14.802846005612567,473.73333333333335,0.28764486,0.034207337
89000,0.6748243,0.00019999965,3.82902,14.767219629726911,14.767219587230162,493.5263157894737,0.28419608,0.03435664
90000,0.68035877,0.00019999965,3.8884892,16.382376706775496,16.38237660492814,540.4117647058823,0.29173416,0.033396423
91000,0.70480067,0.00019999965,3.765634,86.4741988508932,86.47419896656396,1680.774193548387,0.37836343,0.035760146
92000,0.6842901,0.00019999965,3.7190065,16.80103033255128,16.80103031776429,558.8235294117648,0.27933362,0.032086324
93000,0.70771205,0.00019999965,3.6118667,17.543627629987895,17.54362769925956,596.9285714285714,0.26849478,0.0339439
94000,0.7156976,0.00019999965,3.7140846,11.389832911522765,11.389832901308948,419.05263157894734,0.27935845,0.033004016
95000,0.73970443,0.00019999965,3.6669724,15.410543422111207,15.410543497358454,537.2777777777778,0.32410732,0.034869142
96000,0.72995853,0.00019999965,3.5361147,76.7662268930647,76.76622700318467,1521.6857142857143,0.32143348,0.032093916
97000,0.7392657,0.00019999965,3.4355354,21.412201419472694,21.41220149823319,665.0,0.27242613,0.03423699
98000,0.74325454,0.00019999965,3.4419365,15.904809029897054,15.904809011498946,506.8,0.2774617,0.04111971
99000,0.7371665,0.00019999965,3.249378,13.94283136135588,13.942831322918058,521.2222222222222,0.23562387,0.037117712
100000,0.6848146,0.00019999963,3.609671,21.47054226307029,21.470542186885517,879.9090909090909,0.26409808,0.0314529
101000,0.6943088,0.0001999996,3.7570415,70.15243338864735,70.15243343683454,1600.2058823529412,0.34027907,0.03382872
102000,0.6586249,0.0001999996,3.7845833,12.855569898424779,12.855569919294025,501.5882352941176,0.26312405,0.03526877
103000,0.67220575,0.0001999996,3.942947,16.527913990120094,16.527914148385815,520.6666666666666,0.28165573,0.035094373
104000,0.6666762,0.0001999996,4.1037,14.99908424499962,14.999084232149395,514.5,0.30355948,0.033320636
105000,0.65422356,0.0001999996,3.8745427,11.781424200369251,11.781424120476585,402.5,0.27946156,0.02822958
106000,0.6486003,0.0001999996,4.1991005,96.8089114568767,96.80891155910811,1825.1612903225807,0.41317147,0.02862475
107000,0.6268927,0.0001999996,4.196646,15.12113211904135,15.121132156696198,534.9444444444445,0.29241425,0.03393377
108000,0.64869726,0.0001999996,4.1297307,13.334157962352037,13.334157974240043,427.125,0.3021695,0.034756172
109000,0.6311062,0.0001999996,4.1918793,15.997645198766675,15.997645230331338,556.7857142857143,0.28831962,0.03494557
110000,0.6057786,0.0001999996,4.0253453,14.142919254302978,14.142919294447347,491.05,0.28618628,0.044375785
111000,0.6110299,0.0001999996,3.9385703,95.05851511994842,95.05851534861472,1731.90625,0.35720173,0.035503633
112000,0.60279155,0.0001999996,3.7284732,11.28124248319202,11.281242597488623,376.5,0.28238368,0.031861104
113000,0.5868532,0.00019999957,3.832287,19.609317967524895,19.60931799946299,679.2307692307693,0.3288053,0.03532372
114000,0.6141424,0.00019999957,3.7744336,14.944124249851003,14.944124295392934,479.11764705882354,0.28737593,0.034428373
115000,0.5801309,0.00019999954,3.973016,15.237694449226062,15.237694458357055,529.5333333333333,0.2680943,0.033008475
116000,0.5999109,0.00019999949,4.1509356,77.7362461194396,77.73624619163034,1632.7142857142858,0.38452244,0.034603238
117000,0.61262256,0.00019999949,3.9599721,12.451552509143948,12.451552458535055,455.53333333333336,0.2743082,0.031521697
118000,0.59542316,0.00019999949,4.2378373,16.222850082442164,16.222850117823782,565.0555555555555,0.289398,0.031690467
119000,0.6348854,0.00019999949,4.111983,14.942088519533476,14.942088553657918,489.27777777777777,0.3312466,0.03619712
120000,0.61452645,0.00019999949,4.1359677,15.459917451967211,15.459917626717523,540.4117647058823,0.28807867,0.040001675
121000,0.6260458,0.00019999949,3.8583212,88.98997640500174,88.98997610040087,1550.0588235294117,0.41847908,0.03421912
122000,0.6092648,0.00019999949,3.7801266,15.689624478158198,15.689624475650625,525.1052631578947,0.2628684,0.03469771
123000,0.61724436,0.00019999949,3.716615,8.66780583966862,8.667805750527036,320.45454545454544,0.3102457,0.03312406
124000,0.63600767,0.00019999949,3.5996382,11.674704276770353,11.674704339152958,400.3,0.28792858,0.03384867
125000,0.5798124,0.00019999949,3.879275,14.997184206388498,14.997184255329724,548.2105263157895,0.26107413,0.028224371
126000,0.61453867,0.00019999949,3.6674483,98.45120121786992,98.45120114690252,1947.6296296296296,0.3574426,0.033787332
127000,0.6248449,0.00019999947,3.4780264,16.785042478640875,16.785042457113498,525.7333333333333,0.29272237,0.034500357
128000,0.6483873,0.00019999946,3.2812586,11.391352893695945,11.391352863048356,448.76190476190476,0.26082063,0.03789802
129000,0.61455446,0.00019999946,3.4465232,14.254988883089807,14.2549888983051,549.1428571428571,0.29532063,0.032971293
130000,0.5933793,0.00019999946,3.5167165,19.729086489853216,19.72908649422766,650.1875,0.26930398,0.033770386
131000,0.6177925,0.00019999946,3.2230794,87.18816762183862,87.18816782694012,1948.3333333333333,0.3207372,0.035301007
132000,0.659888,0.00019999946,2.9770565,12.64904881750836,12.64904891977109,436.0,0.2838796,0.03290025
133000,0.66603565,0.00019999946,2.822644,21.1827383518219,21.182738434918793,647.2,0.26407537,0.035284746
134000,0.7205828,0.00019999946,2.6482587,16.302452703110045,16.302452703137938,845.8888888888889,0.17991282,0.03464426
135000,0.66659343,0.00019999946,3.0016177,15.34533733759935,15.345337275390621,980.5384615384615,0.26175144,0.035489384
136000,0.56478745,0.00019999946,3.4574065,58.64228981940874,58.64228982757689,1599.142857142857,0.45144656,0.04081025
137000,0.59676546,0.00019999946,3.2709198,12.407155947387219,12.407155931018314,407.35,0.2975341,0.03433336
138000,0.56970966,0.00019999946,3.3154767,10.974613975630039,10.97461394228104,465.22222222222223,0.29545873,0.030602237
139000,0.58467615,0.00019999944,3.3340204,14.178628658503294,14.178628610672646,494.7,0.27867115,0.03622856
140000,0.58300096,0.00019999943,3.3788674,13.523652406036854,13.52365237101949,506.8,0.29425582,0.03688993
141000,0.6142174,0.00019999943,2.8725526,75.90750867493391,75.90750884001655,1694.225806451613,0.33622578,0.03421492
142000,0.61949944,0.00019999943,2.728902,18.48421813078624,18.484218059803165,650.1428571428571,0.2306605,0.032503173
143000,0.5768889,0.00019999943,2.848222,13.69700698046945,13.697007110869299,535.6,0.28740054,0.03059904
144000,0.5731678,0.00019999943,2.8238866,12.627004624903202,12.627004663090338,407.9,0.29212543,0.034039453
145000,0.63764113,0.00019999943,2.5284145,18.610057747364046,18.610057682319166,570.3,0.2555378,0.036718287
146000,0.5466821,0.00019999943,3.1755712,52.63253039845404,52.63253050530364,1754.71875,0.32115024,0.034544908
147000,0.5938095,0.00019999943,3.1635532,17.93134551388877,17.931345408856163,551.5714285714286,0.3056646,0.038584687
148000,0.5977174,0.00019999943,3.3106148,15.63589807599783,15.63589802043407,492.125,0.27059025,0.029964486
149000,0.57048744,0.00019999943,3.622157,14.337017647264634,14.33701755142187,567.0,0.30237034,0.033329275
150000,0.6065576,0.00019999943,3.4291353,15.92495579548995,15.924955764351353,626.875,0.29247487,0.03262543
151000,0.6148727,0.00019999943,2.8218348,71.59141556971008,71.59141558485885,1609.46875,0.37907106,0.028290622
152000,0.5870021,0.00019999943,2.9358923,18.434443772894642,18.434443843812847,723.7333333333333,0.25594065,0.030037077
153000,0.58849734,0.00019999943,2.8370912,14.54000513907522,14.540005143536973,456.1875,0.2657959,0.03135795
154000,0.5982172,0.00019999943,2.7046525,11.318613851847855,11.318613949652761,443.9130434782609,0.27616397,0.032327704
155000,0.5854166,0.00019999943,2.7923858,14.281821378072102,14.281821463478506,454.06666666666666,0.28521094,0.03340257
156000,0.6034694,0.00019999943,3.5582564,55.66858215083278,55.66858243231867,1774.4193548387098,0.31462502,0.033077464
157000,0.6062156,0.00019999943,3.6241994,10.808396753337648,10.808396783961951,362.1111111111111,0.2759294,0.036034882
158000,0.562071,0.00019999943,4.0279155,12.195508515881375,12.195508498500567,571.3,0.33971637,0.0300852
159000,0.57517886,0.00019999943,3.9934525,13.742280223152854,13.742280271771135,440.59090909090907,0.31175858,0.035748374
160000,0.56433946,0.0001999994,3.8782914,10.539198016578501,10.539197982101376,387.8181818181818,0.3192589,0.03822009
161000,0.57187265,0.00019999937,3.4432185,82.40274555443062,82.4027454148681,1476.361111111111,0.36421442,0.033119336
162000,0.55198973,0.00019999937,3.131749,10.317481267181309,10.317481356938204,374.45454545454544,0.3001822,0.033406224
163000,0.5594242,0.00019999937,3.0488331,11.090029727844964,11.09002966602791,383.8095238095238,0.28208613,0.030783473
164000,0.57967675,0.00019999937,2.9770007,14.318861510232091,14.31886141883765,492.5,0.29942054,0.03406611
165000,0.63547313,0.00019999937,2.7701619,9.331812629332909,9.33181270413521,385.53846153846155,0.26987797,0.03468496
166000,0.60871166,0.00019999937,2.8750143,58.638538459754166,58.638538348474405,1645.0294117647059,0.35019848,0.034329068
167000,0.62508684,0.00019999937,2.7078514,12.324424544970194,12.324424418507837,422.0833333333333,0.2138331,0.03805224
168000,0.59441864,0.00019999937,2.8708427,13.669952329219086,13.669952264747366,695.0,0.23291013,0.033874676
169000,0.62066334,0.0001999993,2.6351047,12.767053931951523,12.767053884047982,416.4166666666667,0.19664766,0.03964172
170000,0.5673378,0.00019999927,2.8206341,12.477689250838012,12.477689209274956,606.1666666666666,0.22668883,0.034733403
171000,0.5722897,0.00019999927,2.3868737,56.17405270739857,56.17405270181336,1744.942857142857,0.31691268,0.033014793
172000,0.59015614,0.00019999925,2.112349,12.048746721819043,12.04874668181202,393.8125,0.2223864,0.02881468
173000,0.5491026,0.00019999924,2.095284,11.325427421221608,11.32542740143038,499.2105263157895,0.21284577,0.041072864
174000,0.59601057,0.00019999924,1.8168961,10.598803892498836,10.598803817783619,483.0625,0.20853938,0.034836363
175000,0.586342,0.00019999924,1.7861438,13.24404873756262,13.244048835772656,436.3076923076923,0.19855049,0.03343062
176000,0.6396594,0.00019999924,2.6195948,34.5233679815299,34.523367887364195,2085.3703703703704,0.24724726,0.032382146
177000,0.6378943,0.00019999924,2.8455663,20.52850079536438,20.528500830205633,646.1818181818181,0.20176454,0.03372821
178000,0.6441223,0.00019999924,3.0535893,21.103910056027498,21.10391015777052,667.5454545454545,0.22017978,0.034063805
179000,0.6573177,0.00019999924,3.13191,19.50544035477963,19.505440568742056,807.6428571428571,0.2372005,0.035987757
180000,0.67289317,0.00019999924,3.2471101,13.367703715871487,13.367703797884198,723.3571428571429,0.25712478,0.035439715
181000,0.6938423,0.00019999924,3.1788743,62.56438232258495,62.56438229220547,1536.5714285714287,0.3513695,0.03766208
182000,0.66321045,0.00019999924,3.2452843,16.763112191643035,16.763112270660063,513.5,0.22581007,0.030319983
183000,0.656578,0.00019999924,3.1304402,18.886715045055517,18.88671519360967,725.7692307692307,0.19907685,0.033123784
184000,0.6329919,0.00019999922,2.8228478,16.21046904000369,16.210469086109118,532.6363636363636,0.18607873,0.034463663
185000,0.61510706,0.00019999921,2.8956864,16.993576935492456,16.993576727445905,739.8,0.16327915,0.03495536
186000,0.59804785,0.00019999921,2.9278195,74.45429768885619,74.45429761989034,2085.535714285714,0.27809107,0.030503407
187000,0.61073154,0.00019999921,2.707475,21.218751466167824,21.218751441180626,705.8571428571429,0.2233504,0.03412697
188000,0.6563807,0.00019999921,2.4457085,18.95002318918705,18.950023169094038,587.0,0.19967736,0.034674644
189000,0.65021753,0.00019999921,2.7315562,22.931757340300827,22.931757319695816,933.4,0.17846195,0.032636076
190000,0.6643756,0.00019999921,2.8367538,16.91529841202178,16.915298501883107,687.2142857142857,0.24181493,0.036685497
191000,0.63772666,0.00019999921,2.4400458,49.29124705754503,49.29124720626954,1707.6060606060605,0.24910985,0.038558662
192000,0.5954929,0.00019999921,2.175687,32.509177276066374,32.50917737260689,994.4285714285714,0.14846404,0.03561665
193000,0.58922803,0.00019999921,1.8707782,12.753066837787628,12.75306690753099,432.09090909090907,0.14496908,0.032196023
194000,0.61286265,0.00019999921,1.6542251,25.03554076477885,25.035540864605355,586.7,0.12979373,0.037940063
195000,0.5687051,0.00019999921,1.7476636,24.456012766063214,24.456012778487455,1241.6,0.14350128,0.03494607
196000,0.6573837,0.00019999921,2.8216374,30.62330406467497,30.623304223127622,1895.8285714285714,0.29803073,0.03373301
197000,0.6609072,0.00019999921,3.0199075,17.0564774222672,17.056477717653614,564.2,0.18762094,0.03334329
198000,0.66629326,0.00019999921,2.640814,20.289789251155323,20.289789330691647,712.2222222222222,0.1691854,0.035621498
199000,0.7044427,0.0001999992,2.8737264,23.842343526227133,23.84234347697202,741.8571428571429,0.15092564,0.03161283
200000,0.6828621,0.00019999918,3.1969988,21.758052968229592,21.75805301300354,1012.6363636363636,0.15271631,0.03397035
201000,0.6812284,0.00019999918,2.3654137,70.4513943878202,70.4513944563024,2047.5357142857142,0.2307438,0.036180157
202000,0.64694715,0.00019999918,2.4234605,26.365206510139007,26.365206111127918,936.0,0.16049649,0.035019115
203000,0.6370859,0.00019999918,2.0507421,23.072570304282838,23.072570388132185,945.0,0.17755224,0.032563645
204000,0.6431655,0.00019999918,1.9087393,15.870206671265455,15.870206741423598,543.0,0.12652913,0.037502035
205000,0.6289196,0.00019999918,2.0625556,18.15879427967593,18.158794262170716,805.125,0.16007188,0.03233459
206000,0.66453797,0.00019999918,2.3563037,39.29647375855388,39.296473916314774,2224.740740740741,0.17425808,0.03196415
207000,0.6772724,0.00019999918,2.8269093,21.987038994518418,21.98703898712904,814.8333333333334,0.16260196,0.042028293
208000,0.6699298,0.00019999918,2.7363415,15.569871040293947,15.569870994553213,602.25,0.15376467,0.039731093
209000,0.668995,0.00019999918,2.9577463,14.67799744606018,14.677997526268518,506.6,0.11798949,0.030642819
210000,0.66564417,0.00019999918,2.7676806,32.723384127641715,32.723384298455734,1121.5,0.10888532,0.03943996
211000,0.68195593,0.00019999918,2.6261954,49.05203937958286,49.052039306586536,1724.5,0.27559364,0.03163064
212000,0.68838453,0.00019999918,2.5836852,24.160114143043756,24.160114321501567,731.9375,0.16701502,0.030662311
213000,0.67940235,0.00019999918,2.37302,21.719449132680893,21.71944901600127,708.8,0.12802261,0.032596588
214000,0.6395348,0.00019999918,2.1458626,25.9915886603828,25.99158875610413,819.4285714285714,0.14092618,0.033302173
215000,0.59590125,0.00019999918,2.0559325,16.09303563181311,16.093035639242885,532.3125,0.1591908,0.03554976
216000,0.63760585,0.00019999918,2.2867148,25.98721972651916,25.987219760374746,1281.7317073170732,0.19292466,0.032363124
217000,0.64066374,0.00019999914,2.490769,12.447652218597275,12.447652269241319,482.2857142857143,0.16580428,0.031340674
218000,0.6449878,0.00019999912,2.2821436,20.45530436001718,20.455304300697605,602.3125,0.17149869,0.034947045
219000,0.6523111,0.00019999912,1.8661212,13.000694873929024,13.000695019934938,440.7,0.12743494,0.032242678
220000,0.73473036,0.00019999912,2.1411653,17.375587205402553,17.375587469653375,1190.4,0.10706337,0.028578889
221000,0.7649486,0.00019999912,2.7813342,41.27987394408168,41.27987407107048,1695.4722222222222,0.20460507,0.030188393
222000,0.7102892,0.00019999912,3.0565426,24.100789455076058,24.10078949735503,915.4444444444445,0.13296565,0.034611445
223000,0.72993386,0.00019999912,3.265428,15.28531811472315,15.285318214411046,587.1538461538462,0.14979273,0.037204847
224000,0.7176726,0.00019999912,3.073709,17.818515181541443,17.818515207335743,596.6470588235294,0.1391345,0.039547026
225000,0.7433629,0.00019999912,3.3023272,15.771817160340456,15.771817137108883,565.0769230769231,0.15462452,0.035962343
226000,0.7592654,0.00019999912,3.4358368,89.48707445245236,89.48707423136496,2149.875,0.24698077,0.035414707
227000,0.7723695,0.00019999912,3.248618,30.074541505248774,30.074541519489337,884.0952380952381,0.17440514,0.030337503
228000,0.7599438,0.00019999912,2.936359,13.293475175357383,13.293475127901317,470.95652173913044,0.19899434,0.030576587
229000,0.7429311,0.0001999991,3.1187992,18.94694296297218,18.94694299215676,651.1428571428571,0.18173066,0.03252323
230000,0.7630032,0.0001999991,3.2058063,16.37483157739043,16.37483154784094,517.36,0.1741924,0.03328908
231000,0.73795176,0.0001999991,2.851547,35.65431541150643,35.65431551858804,958.7777777777778,0.258943,0.034877177
232000,0.7417563,0.00019999903,2.6306362,14.093278013493704,14.093278015131942,461.0869565217391,0.23867194,0.03827261
233000,0.744156,0.00019999903,2.6744745,12.104126428409169,12.104126367251808,460.77777777777777,0.14968781,0.030800512
234000,0.7661589,0.00019999903,2.2488666,42.75886865539683,42.758868855747245,1074.388888888889,0.21295072,0.031201962
235000,0.73552763,0.00019999903,2.1931107,14.249650083372698,14.249650168237542,589.5294117647059,0.1702241,0.036598325
236000,0.7810145,0.00019999903,2.5939567,18.12049969974368,18.12049968152557,986.4102564102565,0.22203413,0.033014704
237000,0.69023526,0.00019999903,2.713459,11.084107099995016,11.084107094455776,444.44,0.17411081,0.042199824
238000,0.6566871,0.00019999903,2.6622038,20.62006801870816,20.62006810312013,669.8235294117648,0.18743716,0.032835413
239000,0.6532122,0.00019999903,2.5892143,11.066976325852531,11.066976296577888,375.0,0.16910943,0.03609646
240000,0.67562014,0.00019999903,2.5165668,15.334890886513596,15.334890983787535,487.7391304347826,0.1932525,0.03686899
241000,0.66266066,0.00019999903,1.9634807,37.48288481074123,37.48288487088654,1170.95,0.26515976,0.045815393
