Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
5000,1.7000102,2e-05,0.91305226,0.05393432,0.035339225,10.21902680503795,10.219026824259702,695.109756097561
10000,1.5215166,1.9999996e-05,1.9709986,0.13365753,0.033883203,14.083872106991352,14.08387213567782,507.45212765957444
15000,1.3262252,1.9999994e-05,2.9036603,0.1372826,0.033865564,33.2679563287469,33.26795638471046,1192.146551724138
20000,1.2312149,1.9999992e-05,3.4073968,0.11837276,0.03458385,55.125612254401574,55.12561228379144,1478.5263157894738
25000,1.2667187,1.9999992e-05,3.637614,0.08806429,0.034843855,79.30847957283042,79.30847965285793,2151.860465116279
30000,1.2095193,1.999999e-05,3.7375672,0.10653075,0.03498837,101.10040481374241,101.10040469488308,2634.6153846153848
35000,1.2485877,1.9999987e-05,3.7684727,0.08538104,0.036233474,97.9587736710524,97.95877381265095,2455.4102564102564
40000,1.2670237,1.9999983e-05,3.7403247,0.077797525,0.034492563,135.32647100688988,135.32647144052274,3554.9736842105262
45000,1.2223669,1.9999981e-05,3.8043041,0.08725173,0.03564709,120.68901574848728,120.68901567356838,3148.7272727272725
50000,1.1812788,1.999998e-05,3.7976015,0.1127418,0.033712197,91.69686157325351,91.69686161697798,2376.4814814814813
55000,1.233214,1.9999978e-05,3.8999972,0.089871384,0.036008496,121.43627279079519,121.43627288735267,2954.675
60000,1.1590401,1.9999978e-05,3.8991303,0.09737281,0.0344499,101.55725362954232,101.55725372979668,2578.403846153846
65000,1.1749302,1.9999976e-05,3.9677043,0.09533987,0.03486964,116.27461638351282,116.27461648407338,2867.822222222222
70000,1.1988881,1.9999976e-05,3.9410243,0.0899128,0.03480568,118.24054474312635,118.24054505958827,2892.214285714286
75000,1.2036881,1.9999972e-05,3.851772,0.077506885,0.033501144,136.9543266059623,136.9543268947615,3481.6486486486488
80000,1.1802267,1.9999967e-05,3.8479595,0.0874005,0.03400067,122.31325339738812,122.31325366042876,3170.9523809523807
85000,1.1653508,1.9999965e-05,3.8895965,0.09968243,0.033715818,111.23701993661358,111.23702004393449,2827.425531914894
90000,1.1541498,1.9999963e-05,3.9300475,0.10240332,0.03479776,110.94465598561193,110.94465592625309,2740.608695652174
95000,1.1488312,1.9999963e-05,4.043982,0.10239271,0.03399981,105.43302110270882,105.43302135308433,2573.061224489796
100000,1.1897564,1.9999961e-05,3.9548628,0.08945835,0.0341248,121.33463449914788,121.33463459202328,2999.860465116279
105000,1.2091517,1.999996e-05,3.969791,0.08334383,0.03364436,135.69970977983692,135.6997100138055,3302.5454545454545
110000,1.1583579,1.9999956e-05,4.015608,0.09543634,0.034849692,137.87593393551097,137.87593404691992,3452.0476190476193
115000,1.1069949,1.9999954e-05,4.0641465,0.11565063,0.03505909,103.50083775164788,103.50083792032794,2548.7894736842104
120000,1.076017,1.999995e-05,4.1134377,0.117691286,0.033734594,85.15184487562094,85.15184494262886,2022.1607142857142
125000,1.069961,1.999995e-05,4.032685,0.11724779,0.03463992,94.71896992375453,94.7189701450526,2294.5263157894738
130000,1.1060065,1.999995e-05,4.0507097,0.11546251,0.037236143,98.62407880138468,98.62407903473014,2353.3888888888887
135000,1.2014205,1.9999947e-05,3.9921298,0.095113315,0.035398766,118.94432626270942,118.94432622338972,2897.068181818182
140000,1.1579865,1.9999945e-05,3.936115,0.0977787,0.03361634,112.21669028563933,112.21669053169825,2793.2272727272725
145000,1.1000521,1.9999943e-05,4.081832,0.10652932,0.033388305,109.3796266192927,109.37962667421569,2642.063829787234
150000,1.0513778,1.9999941e-05,4.144904,0.12180564,0.033304125,104.8342912089208,104.83429120805098,2539.689655172414
155000,1.0671488,1.9999936e-05,4.1606708,0.11630597,0.035307113,96.84952578573488,96.84952593827849,2209.48
160000,1.1130518,1.9999934e-05,4.140263,0.085998036,0.035814807,160.89950856806772,160.89950875295284,3681.2258064516127
165000,1.0991905,1.9999934e-05,4.097197,0.09922261,0.03467464,139.3843690262108,139.38436948412027,3376.8048780487807
170000,1.1059811,1.9999932e-05,4.107463,0.088843465,0.034532335,141.7562646337918,141.75626476910392,3324.6285714285714
175000,1.0770838,1.999993e-05,4.084031,0.104035795,0.03525491,127.44250041432679,127.44250059229019,3131.5
180000,1.065631,1.9999929e-05,4.0731125,0.11745607,0.03321089,98.6221142417558,98.6221145104839,2350.9056603773583
185000,1.1190956,1.9999925e-05,4.0715485,0.0953831,0.03431063,127.09396280499327,127.09396296360929,2960.3513513513512
190000,1.1299235,1.9999925e-05,4.032071,0.08826686,0.035859864,158.35035327909623,158.35035360395455,3862.1470588235293
195000,1.1746738,1.9999921e-05,4.0025907,0.08121309,0.03591727,160.1641948841738,160.16419503488888,3931.3636363636365
200000,1.0979222,1.9999921e-05,4.0287952,0.09866392,0.033294786,119.63241547520491,119.63241561852614,3033.0851063829787
205000,1.1449726,1.9999918e-05,4.0193615,0.08331649,0.0347919,150.27474005570014,150.27474047964145,3432.9333333333334
210000,1.0762677,1.9999918e-05,4.0504756,0.094668575,0.035300203,138.54031856676065,138.5403189301141,3469.8048780487807
215000,1.0812435,1.9999916e-05,4.1203895,0.0828439,0.033888683,158.94636132412901,158.9463619153559,3700.133333333333
220000,1.0854976,1.9999914e-05,4.0536366,0.08395202,0.035242114,157.35031282837903,157.35031321182564,3806.6285714285714
225000,1.0436311,1.9999912e-05,4.0317445,0.08830381,0.034076337,160.30597554499076,160.30597571738727,3988.5
230000,0.9771759,1.9999909e-05,4.066249,0.10500863,0.036275797,124.95772283021793,124.95772266905108,3043.3720930232557
235000,0.95445627,1.9999907e-05,4.1138453,0.13609509,0.033793665,94.89947831889074,94.89947830310788,2314.2741935483873
240000,1.0075395,1.9999905e-05,4.114166,0.11249264,0.032352574,99.76921222805977,99.76921225810098,2295.0
245000,0.9751539,1.9999905e-05,4.0693526,0.10449154,0.035773512,118.4382429166951,118.43824291206626,2810.840909090909
250000,0.9188693,1.9999903e-05,4.0788326,0.14212435,0.033885088,86.93720913538034,86.93720932137686,2126.710144927536
255000,0.90643233,1.9999898e-05,4.092169,0.15946406,0.034379337,73.19537333051363,73.19537334494343,1718.2
260000,1.0667765,1.9999896e-05,4.0845356,0.1148491,0.034288168,102.23292419615578,102.23292429574037,2290.0851063829787
265000,1.1050578,1.9999892e-05,4.0158525,0.08524593,0.034166135,149.82707707535835,149.82707740747392,3503.516129032258
270000,1.0530598,1.9999892e-05,4.0295,0.07841829,0.034805346,175.61316862805137,175.61316887928115,4249.413793103448
275000,1.00398,1.999989e-05,4.027576,0.0806158,0.033562463,169.60618112795055,169.60618130580343,4217.4375
280000,0.98413587,1.999989e-05,3.999539,0.09059042,0.037209462,143.20033196024596,143.2003322258397,3619.7
285000,0.9703411,1.9999889e-05,4.0698237,0.09355647,0.033618115,141.88678959715696,141.8867898765851,3399.9444444444443
290000,1.0042782,1.9999885e-05,3.9808788,0.08886644,0.033670414,140.82696190514625,140.8269618840451,3512.7179487179487
295000,0.98305565,1.9999883e-05,4.0202203,0.096684866,0.035736922,117.72232244563538,117.72232271553686,2879.9024390243903
300000,0.9096144,1.999988e-05,3.9792635,0.10764909,0.034062427,110.59978070752878,110.59978076875889,2795.2156862745096
305000,0.86128396,1.9999878e-05,3.991833,0.11107179,0.035776958,113.02541148936263,113.02541149327699,2737.6530612244896
310000,0.89059776,1.9999876e-05,3.9446092,0.1112462,0.032775313,97.42246866984802,97.42246883064564,2460.181818181818
315000,0.8697843,1.9999876e-05,3.7599778,0.13442504,0.033713277,87.04764460144858,87.04764480059515,2186.7894736842104
320000,0.91438967,1.9999876e-05,3.796709,0.12857296,0.03489054,87.73056399368036,87.7305638582759,2275.5846153846155
325000,0.8817209,1.9999872e-05,3.9102747,0.12610929,0.034568645,65.06810910275705,65.06810917623393,1707.6338028169014
330000,0.87871194,1.9999869e-05,3.8641527,0.13857406,0.033613518,77.86927591051374,77.86927597763821,1928.4155844155844
335000,0.8744386,1.9999867e-05,3.776894,0.14708625,0.033361908,69.90919686915042,69.90919699719562,1673.5066666666667
340000,0.8766114,1.9999863e-05,3.8074646,0.10735256,0.0352642,63.226372286463935,63.22637229397187,1841.6875
345000,0.87306815,1.9999861e-05,3.8717752,0.122650005,0.035483558,102.05207679638988,102.05207681702404,2519.953125
350000,0.85372734,1.999986e-05,3.8093796,0.12169776,0.033636417,65.06814942444828,65.06814953690882,1717.2191780821918
355000,0.88794833,1.999986e-05,3.7862825,0.1309425,0.034276895,69.66762683938627,69.66762691016672,1774.0
360000,0.92109466,1.999986e-05,3.7758949,0.11810912,0.03325814,66.01661555184161,66.0166153830502,1730.9411764705883
365000,0.8304564,1.9999856e-05,3.7487772,0.15911381,0.032517742,59.99289946000163,59.99289951889103,1535.375
370000,0.78707784,1.9999852e-05,3.7842145,0.17940806,0.034599066,44.34918407142415,44.34918413092938,1111.3728813559321
375000,0.8223168,1.999985e-05,3.8008716,0.16221984,0.035985973,42.04564572480463,42.04564569583629,1093.6285714285714
380000,0.85824275,1.9999849e-05,3.8005166,0.15360358,0.034775924,53.794290345014616,53.79429038012751,1322.980198019802
385000,0.8559832,1.9999847e-05,3.7475169,0.15290278,0.034816682,50.25375657452612,50.25375660263877,1280.1836734693877
390000,0.8664996,1.9999845e-05,3.7374208,0.1425242,0.03512596,46.63604782727805,46.63604784503648,1230.968085106383
395000,0.90057087,1.9999843e-05,3.6872783,0.12840194,0.03571974,60.187723675894354,60.187723690491524,1517.3372093023256
400000,0.929687,1.9999841e-05,3.722207,0.11473216,0.036062483,58.822794147473694,58.822794168605284,1536.7123287671234
405000,0.9703311,1.9999838e-05,3.6569412,0.10277601,0.033575967,71.8951449209026,71.89514497287016,1867.8857142857144
410000,0.97665507,1.9999836e-05,3.53602,0.10233766,0.034187827,69.28935978275864,69.28935986311855,1938.2328767123288
415000,0.9499622,1.9999834e-05,3.5765924,0.124268994,0.035696846,58.291616637546284,58.29161662450144,1552.934065934066
420000,0.9733945,1.9999832e-05,3.5378861,0.10528639,0.035063077,49.56119348411448,49.56119341347778,1379.078125
425000,0.9729002,1.9999832e-05,3.5299954,0.112203814,0.03383997,67.86397736105654,67.8639774390337,1908.851851851852
430000,0.92126054,1.999983e-05,3.6009552,0.11723158,0.03200028,59.75196078032255,59.75196065480131,1593.3733333333332
435000,0.9292377,1.9999827e-05,3.6046925,0.11175842,0.032925352,78.8914127173141,78.89141269624712,2071.051282051282
440000,0.8825877,1.9999827e-05,3.6133947,0.116570055,0.03250226,43.19253792986274,43.19253788143941,1228.075
445000,0.977657,1.999982e-05,3.555807,0.103209704,0.035643425,66.29089218302299,66.29089209737903,1725.7627118644068
450000,0.9650284,1.9999818e-05,3.5900903,0.118052684,0.03234341,69.1223038529046,69.1223038719651,1967.5125
455000,0.921402,1.9999818e-05,3.6949368,0.1087484,0.034593936,62.15318541628295,62.15318544220155,1658.2173913043478
460000,0.96853626,1.9999818e-05,3.6604238,0.10113106,0.034531593,70.572593469632,70.57259348494756,1895.109589041096
465000,0.9442038,1.9999816e-05,3.5874991,0.10926361,0.034024816,68.13384407016434,68.13384421073036,1811.2835820895523
470000,0.92140275,1.9999812e-05,3.666177,0.10113877,0.033831004,74.1575856903629,74.15758581115077,1973.8360655737704
475000,0.92774403,1.9999809e-05,3.6648831,0.11737847,0.034856427,65.48153876341492,65.48153883674176,1744.3376623376623
480000,0.9600879,1.9999809e-05,3.5965943,0.11701678,0.035566144,65.52578761858244,65.52578759077397,1726.4666666666667
485000,0.9427461,1.9999805e-05,3.6653523,0.10759747,0.035228524,69.6738073923899,69.67380734884743,1913.985294117647
490000,0.974933,1.9999805e-05,3.6286476,0.11569747,0.03437173,77.4940150258216,77.49401498235947,1967.9848484848485
495000,0.92456716,1.9999801e-05,3.7058027,0.098027416,0.03419222,66.85093769836321,66.8509376246704,1967.578947368421
500000,0.92202735,1.9999801e-05,3.6418438,0.08860099,0.033477962,91.98779549744894,91.98779556445308,2462.433962264151
505000,0.95250624,1.99998e-05,3.6095715,0.10445822,0.035589356,75.8660002100295,75.86600014612567,2032.231884057971
510000,0.88609177,1.9999798e-05,3.6155696,0.10422599,0.03453482,65.35262563611394,65.35262568056157,1739.855072463768
515000,0.85366267,1.9999794e-05,3.6804335,0.12266359,0.03552461,64.98905452172316,64.98905449462981,1712.4761904761904
520000,0.8949149,1.9999794e-05,3.7032366,0.08742169,0.0346133,68.91048849319189,68.91048842368828,1800.6851851851852
525000,0.9361872,1.999979e-05,3.6578746,0.08835512,0.034197416,86.54194460250437,86.54194475230526,2369.185185185185
530000,0.9738879,1.9999788e-05,3.599125,0.09564057,0.03384133,84.23640098777555,84.23640093750981,2244.9841269841268
535000,0.94977874,1.9999787e-05,3.5139513,0.08728851,0.035533562,85.3364281296157,85.3364282314344,2332.1153846153848
540000,0.97202843,1.9999787e-05,3.461488,0.09141678,0.03542224,87.79334394729906,87.79334399052371,2437.6935483870966
545000,0.9564622,1.9999785e-05,3.4508035,0.09061477,0.034310836,69.28385210724977,69.28385214165492,2064.7884615384614
550000,1.0070574,1.9999778e-05,3.5116303,0.09282177,0.03492073,78.69201437573541,78.69201428222118,2123.490909090909
555000,0.9494581,1.9999778e-05,3.486347,0.09751443,0.03500952,76.23650233147305,76.23650233458335,2168.5223880597014
560000,0.9968502,1.9999776e-05,3.4328291,0.081533454,0.03630176,85.37301211322968,85.3730121904058,2403.2291666666665
565000,0.91756934,1.9999776e-05,3.5079422,0.10589688,0.033685185,77.9899164234674,77.9899165103685,2112.3815789473683
