Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
105000,0.82641697,0.0001999996,3.4303784,None,None,None
106000,0.69974786,0.0001999996,4.198208,143.75309774687048,143.75309735943355,4252.5
107000,0.60237336,0.0001999996,5.6134105,None,None,None
108000,0.5921422,0.0001999996,5.64667,None,None,None
109000,0.5747731,0.0001999996,5.6624126,None,None,None
110000,0.56755054,0.0001999996,5.6456327,None,None,None
111000,0.83228856,0.0001999996,2.941035,271.4862117479497,271.48621169051887,4922.0
112000,0.78041685,0.0001999996,3.276558,None,None,None
113000,0.7848689,0.00019999957,3.2982543,None,None,None
114000,0.77493805,0.00019999957,3.302237,None,None,None
115000,0.7554883,0.00019999954,3.291539,None,None,None
116000,0.81407905,0.00019999949,1.2961242,160.57708276086487,160.57708254429207,4922.0
117000,0.7807163,0.00019999949,1.6887095,None,None,None
118000,0.7649662,0.00019999949,1.6858418,None,None,None
119000,0.7422504,0.00019999949,1.6992898,None,None,None
120000,0.7282378,0.00019999949,1.7017163,None,None,None
121000,0.743516,0.00019999949,1.852749,79.7758043733811,79.77580427151804,4922.0
122000,0.69833773,0.00019999949,2.684169,None,None,None
123000,0.6714735,0.00019999949,3.2613344,None,None,None
124000,0.64376163,0.00019999949,3.3216746,None,None,None
125000,0.6361609,0.00019999949,3.3370078,None,None,None
126000,0.6169369,0.00019999949,2.2272675,151.35370349755976,151.35370328043717,4922.0
127000,0.56785166,0.00019999947,4.5679736,38.090512870345265,38.09051272726083,988.0
128000,0.5364556,0.00019999946,4.907725,None,None,None
129000,0.53186816,0.00019999946,4.8668227,None,None,None
130000,0.539186,0.00019999946,4.8356843,None,None,None
131000,0.7065309,0.00019999946,2.530428,206.44039718585555,206.4403966277972,4798.5
132000,0.660566,0.00019999946,3.3518355,None,None,None
133000,0.65264064,0.00019999946,3.3550203,None,None,None
134000,0.6387229,0.00019999946,3.374339,None,None,None
135000,0.63771904,0.00019999946,3.3811808,None,None,None
136000,0.64505666,0.00019999946,1.7315582,160.90846254781354,160.9084623725359,4922.0
137000,0.6022033,0.00019999946,3.261857,None,None,None
138000,0.58642834,0.00019999946,3.3105755,None,None,None
139000,0.5856847,0.00019999944,3.8149152,None,None,None
140000,0.5625931,0.00019999943,4.1126184,None,None,None
141000,0.6522496,0.00019999943,2.5648694,162.50977863573644,162.50977898967227,4922.0
142000,0.54998356,0.00019999943,4.7526746,None,None,None
143000,0.543252,0.00019999943,4.597527,131.41909275949,131.41909408348147,2252.0
144000,0.5564392,0.00019999943,4.452093,151.92970684636384,151.9297076737421,3335.0
145000,0.57485634,0.00019999943,4.1696873,None,None,None
146000,0.6350143,0.00019999943,3.4921293,171.45699794020038,171.456998157378,4223.625
147000,0.5669326,0.00019999943,4.8308744,None,None,None
148000,0.58388066,0.00019999943,4.307671,112.40880370233208,112.40880323689817,2099.0
149000,0.5453355,0.00019999943,4.7967196,None,None,None
150000,0.5534887,0.00019999943,4.8664737,None,None,None
151000,0.6119232,0.00019999943,2.5802712,213.1542945263791,213.15429415873743,4659.625
152000,0.57117546,0.00019999943,3.3375514,None,None,None
153000,0.56206644,0.00019999943,3.3687935,None,None,None
154000,0.5522327,0.00019999943,3.3516405,None,None,None
155000,0.5604905,0.00019999943,3.403481,None,None,None
156000,0.5761812,0.00019999943,2.262169,158.45759347173225,158.4575931882971,4922.0
157000,0.5668024,0.00019999943,4.0715084,None,None,None
158000,0.5273262,0.00019999943,4.832556,None,None,None
159000,0.50269926,0.00019999943,4.7007346,154.04887020215392,154.0488706174342,3764.0
160000,0.5415577,0.0001999994,3.293946,None,None,None
161000,0.60471094,0.00019999937,2.4242654,151.01978382189554,151.01978401979736,3980.875
162000,0.5785093,0.00019999937,2.8116312,55.92850219272077,55.92850235602236,1245.0
163000,0.5577766,0.00019999937,2.5759044,None,None,None
164000,0.5583778,0.00019999937,2.572231,None,None,None
165000,0.5494448,0.00019999937,2.6197093,None,None,None
166000,0.56463,0.00019999937,2.9437912,122.08739363706263,122.08739394206178,4766.375
167000,0.5107388,0.00019999937,4.845627,None,None,None
168000,0.5079242,0.00019999937,4.8996935,None,None,None
169000,0.48629907,0.0001999993,4.9128666,None,None,None
170000,0.4905396,0.00019999927,4.9553986,None,None,None
171000,0.5232939,0.00019999927,3.4712112,227.3201933084856,227.3201933313478,4922.0
172000,0.4966274,0.00019999925,4.3163247,None,None,None
173000,0.4808133,0.00019999924,4.9253616,None,None,None
174000,0.47369257,0.00019999924,4.9837832,None,None,None
175000,0.4601797,0.00019999924,4.8768415,191.57321603875607,191.57321518998106,4679.0
176000,0.5899658,0.00019999924,3.0273745,197.2821954257961,197.282195686287,4337.125
177000,0.5553778,0.00019999924,3.4443328,None,None,None
178000,0.5552412,0.00019999924,3.4739566,None,None,None
179000,0.5121599,0.00019999924,3.455004,None,None,None
180000,0.5340181,0.00019999924,3.433891,None,None,None
181000,0.512781,0.00019999924,3.3110216,167.66224931227043,167.66224978089758,4922.0
182000,0.48881415,0.00019999924,3.838359,62.32432425022125,62.324324854521365,1134.0
183000,0.47526604,0.00019999924,4.1903954,83.06998607655987,83.0699862007059,1735.0
184000,0.48749197,0.00019999922,3.5167947,None,None,None
185000,0.48603886,0.00019999921,4.203227,None,None,None
186000,0.528092,0.00019999921,2.947442,170.2582791271052,170.25827884575847,4563.375
187000,0.4888602,0.00019999921,3.7414854,112.89983749389648,112.89983596957609,1879.0
188000,0.5136618,0.00019999921,3.4418187,88.68195236846805,88.68195228344212,2901.0
189000,0.50292337,0.00019999921,3.3608985,None,None,None
190000,0.50275517,0.00019999921,3.319233,97.05742810294032,97.05742881551123,2583.0
191000,0.46602577,0.00019999921,4.477304,126.40233387693297,126.40233373342099,4001.5
192000,0.41632167,0.00019999921,5.711463,None,None,None
193000,0.40562847,0.00019999921,5.695279,None,None,None
194000,0.41485688,0.00019999921,5.6635413,None,None,None
195000,0.4030933,0.00019999921,5.015159,262.9222524393117,262.9222511872904,4335.5
196000,0.46877506,0.00019999921,3.9681182,199.90875834608232,199.90875851492444,3838.125
197000,0.46013898,0.00019999921,4.840242,None,None,None
198000,0.42908165,0.00019999921,4.8398323,None,None,None
199000,0.4419209,0.0001999992,4.8105183,None,None,None
200000,0.4194447,0.00019999918,4.8245287,None,None,None
201000,0.47734344,0.00019999918,3.3124318,235.50976121917483,235.50976222420147,4922.0
202000,0.4369746,0.00019999918,4.0270014,None,None,None
203000,0.45469934,0.00019999918,4.0348663,None,None,None
204000,0.45822582,0.00019999918,4.045274,None,None,None
205000,0.4627255,0.00019999918,4.0694227,None,None,None
206000,0.48029634,0.00019999918,4.944022,195.98215468650596,195.9821544055642,4922.0
207000,0.41670185,0.00019999918,6.4772615,None,None,None
208000,0.4149924,0.00019999918,6.4944286,None,None,None
209000,0.41748503,0.00019999918,6.497617,None,None,None
210000,0.4112394,0.00019999918,6.5199103,None,None,None
211000,0.48193827,0.00019999918,4.0041866,312.26517695514485,312.2651771700256,4922.0
212000,0.4698982,0.00019999918,4.8597617,None,None,None
213000,0.4431191,0.00019999918,4.8973436,None,None,None
214000,0.45401242,0.00019999918,4.926178,None,None,None
215000,0.45384532,0.00019999918,4.9679966,None,None,None
216000,0.51203877,0.00019999918,4.7630396,234.6405961549026,234.64059610351242,4922.0
217000,0.45201874,0.00019999914,5.7905416,None,None,None
218000,0.4588126,0.00019999912,5.7943325,None,None,None
219000,0.4510268,0.00019999912,5.770355,None,None,None
220000,0.46103743,0.00019999912,5.7577314,None,None,None
221000,0.4941748,0.00019999912,3.8079505,277.7352255091537,277.7352255066327,4922.0
222000,0.46703556,0.00019999912,4.226147,None,None,None
223000,0.45466703,0.00019999912,4.222124,None,None,None
224000,0.4458797,0.00019999912,4.2024083,None,None,None
225000,0.45987022,0.00019999912,4.190989,None,None,None
226000,0.4745088,0.00019999912,3.8466825,202.85183042036078,202.85183068373624,4922.0
227000,0.41621587,0.00019999912,4.988403,None,None,None
228000,0.41962013,0.00019999912,5.006364,None,None,None
229000,0.43168733,0.0001999991,5.0093465,None,None,None
230000,0.41176197,0.0001999991,5.0326905,None,None,None
231000,0.47099325,0.0001999991,2.9506583,235.8791263902167,235.87912675188053,4922.0
232000,0.4624176,0.00019999903,3.8491044,None,None,None
233000,0.46308586,0.00019999903,4.18942,None,None,None
234000,0.443888,0.00019999903,4.212937,None,None,None
235000,0.43951583,0.00019999903,4.2356873,None,None,None
236000,0.4675227,0.00019999903,3.7972894,194.2708075212431,194.2708080317849,4922.0
237000,0.4304655,0.00019999903,5.7380853,None,None,None
238000,0.40654004,0.00019999903,5.8258467,None,None,None
239000,0.41653278,0.00019999903,5.8448844,None,None,None
240000,0.42822206,0.00019999903,5.8647046,None,None,None
241000,0.476211,0.00019999903,2.6688023,268.39711220399477,268.3971124426522,4922.0
242000,0.4570243,0.00019999903,2.7636194,None,None,None
243000,0.44586742,0.00019999902,2.7515903,None,None,None
244000,0.43930954,0.00019999898,2.738283,None,None,None
245000,0.411899,0.00019999898,2.7351327,None,None,None
246000,0.43176526,0.00019999898,2.607079,126.08025290070509,126.08025266205632,4922.0
247000,0.42508423,0.00019999898,4.0314045,None,None,None
248000,0.4159562,0.00019999898,4.2366924,None,None,None
249000,0.41033468,0.00019999898,4.2437234,None,None,None
250000,0.40085155,0.00019999898,4.2364254,None,None,None
251000,0.44744855,0.00019999898,2.5305614,192.3076326569426,192.307633762047,4922.0
252000,0.42347866,0.00019999898,2.6446612,None,None,None
253000,0.4199128,0.00019999898,2.6382282,None,None,None
254000,0.4167084,0.00019999898,2.6518173,None,None,None
255000,0.39898926,0.00019999898,2.6793957,None,None,None
256000,0.4100931,0.00019999898,2.5941062,132.8279469049521,132.82794719184767,4922.0
257000,0.40140212,0.00019999898,4.8943167,None,None,None
258000,0.39595586,0.00019999898,5.650399,None,None,None
259000,0.40518627,0.00019999898,5.7140203,None,None,None
260000,0.36582765,0.00019999898,5.7360044,308.0018780231476,308.0018770247316,4829.0
261000,0.40368512,0.00019999898,5.6364346,189.61445759914608,189.61445835921597,3937.1111111111113
262000,0.35299566,0.00019999895,6.2833433,107.30659413337708,107.30659461665482,1777.0
263000,0.33724877,0.00019999895,5.7619123,None,None,None
264000,0.37680385,0.00019999895,5.6348557,180.7621717453003,180.76216925037397,2898.0
265000,0.36557695,0.00019999895,5.629157,60.64742237329483,60.64742254649536,1079.0
266000,0.45647278,0.00019999895,4.5347533,238.83228058886016,238.83228105075483,4091.75
267000,0.40840858,0.00019999895,4.9166203,None,None,None
268000,0.40491492,0.00019999895,4.394428,131.8165568113327,131.81655802412024,2153.0
269000,0.40782666,0.00019999895,4.1133184,216.73495894670486,216.73495918473782,3466.0
270000,0.42361775,0.00019999895,4.227461,None,None,None
271000,0.44382557,0.00019999895,3.2609267,174.69472065928858,174.69472124467563,4219.5
272000,0.4359941,0.00019999895,3.4068267,51.056985795497894,51.05698540427056,965.0
273000,0.4242959,0.00019999895,2.894611,68.62007939815521,68.62008002651237,1183.0
274000,0.44134614,0.00019999895,2.6571312,None,None,None
275000,0.44382632,0.00019999895,2.6831555,None,None,None
276000,0.4365297,0.00019999893,4.251336,127.2340714278107,127.23407101849241,4653.375
277000,0.40714812,0.00019999892,4.934653,None,None,None
278000,0.39866185,0.00019999892,4.934745,181.65347576141357,181.6534748353597,2896.0
279000,0.39430648,0.00019999892,4.205458,None,None,None
280000,0.38545087,0.00019999892,4.1864862,None,None,None
281000,0.44310462,0.00019999892,2.5676732,203.52173943228263,203.52173987656863,4560.0
282000,0.42943358,0.00019999892,2.639685,None,None,None
283000,0.45018616,0.00019999892,2.5939786,127.20260453224182,127.20260408856893,2097.0
284000,0.4320576,0.00019999892,2.645666,None,None,None
285000,0.42172608,0.00019999887,1.9366506,110.7838864326477,110.78388768865443,1839.0
286000,0.43751344,0.00019999883,4.002213,90.45090120397799,90.45090092247415,4429.875
287000,0.38701394,0.00019999883,4.8925943,None,None,None
288000,0.3831067,0.00019999883,4.911982,None,None,None
289000,0.3899795,0.00019999883,4.9137683,None,None,None
290000,0.38577142,0.00019999883,4.92784,None,None,None
291000,0.42863312,0.0001999988,5.546972,244.76108735240996,244.76108693604823,4922.0
292000,0.34248975,0.0001999988,6.4089766,None,None,None
293000,0.34461322,0.0001999988,5.699411,120.38038057088852,120.38038133008376,1959.0
294000,0.37424982,0.0001999988,5.6684504,None,None,None
295000,0.35766754,0.0001999988,5.7065663,None,None,None
296000,0.38615686,0.0001999988,4.4485564,277.2202737047155,277.22027412388206,4677.0
297000,0.35440496,0.0001999988,4.9544916,None,None,None
298000,0.3492452,0.0001999988,4.9530826,None,None,None
299000,0.35442585,0.0001999988,4.9698133,None,None,None
300000,0.37101588,0.00019999877,4.960536,None,None,None
301000,0.43703413,0.00019999874,4.4761877,235.82542304437084,235.8254235403843,4922.0
302000,0.3666061,0.00019999874,4.976101,None,None,None
303000,0.38244697,0.00019999874,4.2906327,124.83589899539948,124.83589870807646,2067.0
304000,0.3670815,0.00019999874,4.1885195,None,None,None
305000,0.39500713,0.00019999874,4.1495414,None,None,None
306000,0.4086377,0.00019999874,3.6717904,204.93825728376396,204.93825753603898,4663.625
307000,0.3751939,0.00019999874,4.173276,None,None,None
308000,0.37305352,0.00019999874,4.1908417,None,None,None
309000,0.3688866,0.00019999874,4.20411,None,None,None
310000,0.35587105,0.00019999874,4.215493,None,None,None
311000,0.3747127,0.00019999874,4.8239374,204.6162685090385,204.61626855537781,4922.0
312000,0.35356706,0.00019999874,5.7169437,None,None,None
313000,0.3499712,0.00019999874,5.705674,None,None,None
314000,0.35243845,0.00019999874,5.7068872,None,None,None
315000,0.35510984,0.00019999874,5.7044888,None,None,None
316000,0.40286228,0.00019999874,3.8122475,277.0333566304107,277.0333580865324,4922.0
317000,0.3925649,0.00019999874,4.1072826,None,None,None
318000,0.38101137,0.00019999871,4.1752353,None,None,None
319000,0.37704378,0.0001999987,4.189001,None,None,None
320000,0.37026715,0.0001999987,4.209466,None,None,None
321000,0.39834088,0.0001999987,4.805605,204.96600485171803,204.96600496412904,4922.0
322000,0.36817,0.0001999987,5.7506685,None,None,None
323000,0.36877528,0.0001999987,5.7650146,None,None,None
324000,0.37108636,0.0001999987,5.771882,None,None,None
325000,0.37989843,0.0001999987,5.7476993,None,None,None
326000,0.397346,0.0001999987,5.094674,276.1402783381345,276.1402778723623,4922.0
327000,0.3610491,0.0001999987,5.740406,None,None,None
328000,0.36464447,0.0001999987,5.7453094,None,None,None
329000,0.36730146,0.0001999987,5.7508783,None,None,None
330000,0.37965095,0.0001999987,5.7805767,None,None,None
331000,0.38435853,0.0001999987,2.7936144,281.0001062937081,281.0001069836667,4922.0
332000,0.3888265,0.0001999987,2.70048,None,None,None
333000,0.3820713,0.00019999867,2.6995075,None,None,None
334000,0.3726643,0.00019999867,2.691346,None,None,None
335000,0.3665456,0.00019999867,2.681995,None,None,None
336000,0.3886296,0.00019999867,2.3506942,128.79794418682286,128.79794441681918,4922.0
337000,0.3861248,0.00019999867,2.700724,None,None,None
338000,0.3558664,0.00019999867,2.7195375,None,None,None
339000,0.34966668,0.00019999867,2.721387,None,None,None
340000,0.34234628,0.00019999867,2.7216885,None,None,None
341000,0.37522396,0.00019999867,2.909018,136.76614518184215,136.76614531889436,4922.0
342000,0.34808916,0.00019999867,3.4621153,None,None,None
343000,0.34154913,0.00019999867,3.4690764,None,None,None
344000,0.34737825,0.00019999867,3.4700265,None,None,None
345000,0.3427123,0.00019999864,3.4777408,None,None,None
346000,0.38179883,0.00019999864,4.0592628,168.53049090929562,168.53049048716284,4922.0
347000,0.33590168,0.00019999864,5.0217867,None,None,None
348000,0.32947236,0.00019999855,5.053668,None,None,None
349000,0.338016,0.00019999855,5.069136,None,None,None
350000,0.34526864,0.00019999855,5.033267,None,None,None
351000,0.34643847,0.00019999855,2.7025146,241.36375189281534,241.3637520581243,4922.0
352000,0.3295259,0.00019999855,2.7625408,None,None,None
353000,0.33615625,0.00019999855,2.775308,None,None,None
354000,0.31671914,0.00019999855,2.794166,None,None,None
355000,0.3183514,0.00019999855,2.797627,None,None,None
356000,0.4049601,0.00019999855,5.020038,135.58013097551884,135.58013184701468,4922.0
357000,0.34356666,0.00019999855,6.607603,None,None,None
358000,0.3590287,0.00019999855,6.639104,None,None,None
359000,0.34462628,0.00019999855,6.6823206,None,None,None
360000,0.3433469,0.00019999851,6.6843805,None,None,None
361000,0.35039863,0.00019999851,3.7974403,315.09414113359526,315.09414053012233,4922.0
362000,0.34108704,0.00019999851,4.355113,None,None,None
363000,0.34353706,0.00019999851,4.3588777,None,None,None
364000,0.33546862,0.00019999851,4.348468,None,None,None
365000,0.3320051,0.00019999851,4.3262124,None,None,None
366000,0.37171528,0.00019999851,4.9766755,197.3315113852368,197.33151150680212,4922.0
367000,0.35436922,0.00019999851,5.871423,None,None,None
368000,0.3341264,0.00019999851,5.883693,None,None,None
369000,0.34438533,0.00019999851,5.862544,None,None,None
370000,0.3445589,0.00019999851,5.851094,None,None,None
371000,0.36222082,0.00019999851,4.2055697,278.1462881801708,278.14628912168394,4922.0
372000,0.34311095,0.00019999851,4.3613358,None,None,None
373000,0.33039868,0.00019999851,4.374515,None,None,None
374000,0.32973614,0.00019999851,4.387535,None,None,None
375000,0.33016044,0.0001999985,4.3642893,None,None,None
376000,0.34304988,0.0001999985,3.3426087,207.05135559390328,207.05135688174516,4922.0
377000,0.34065798,0.0001999985,3.5566058,None,None,None
378000,0.32227415,0.00019999848,3.5595942,None,None,None
379000,0.33123052,0.00019999848,3.5600672,None,None,None
380000,0.31345567,0.00019999848,3.5610297,None,None,None
381000,0.38491806,0.00019999848,4.784022,168.9619138975686,168.96191419492814,4922.0
382000,0.33364552,0.00019999848,5.863921,None,None,None
383000,0.3417863,0.00019999848,5.8532286,None,None,None
384000,0.34498292,0.00019999848,5.8277664,None,None,None
385000,0.3453616,0.00019999848,5.775419,None,None,None
386000,0.34915513,0.00019999848,4.1319313,282.9621501425281,282.96214969110247,4922.0
387000,0.32458678,0.00019999848,4.23246,None,None,None
388000,0.3119154,0.00019999848,4.2124867,None,None,None
389000,0.31746146,0.00019999848,4.2004366,None,None,None
390000,0.31626332,0.00019999848,4.2061963,None,None,None
391000,0.3328268,0.00019999848,3.5977721,203.79216714325594,203.79216680264142,4922.0
392000,0.31294075,0.00019999848,4.182821,None,None,None
393000,0.3109917,0.00019999844,4.216935,None,None,None
394000,0.32046363,0.00019999844,4.216489,None,None,None
395000,0.32625288,0.00019999844,4.2043943,None,None,None
396000,0.36863926,0.00019999844,4.250551,205.6359130066121,205.63591265399245,4922.0
397000,0.3156237,0.00019999844,4.935262,None,None,None
398000,0.33061138,0.00019999844,4.926511,None,None,None
399000,0.3328283,0.00019999844,4.925191,None,None,None
400000,0.32830933,0.00019999844,4.9502473,None,None,None
401000,0.3313981,0.00019999841,4.4483733,241.3591295457445,241.35912955398118,4922.0
402000,0.32379788,0.00019999835,4.9034033,None,None,None
403000,0.31928423,0.00019999835,4.9025364,None,None,None
404000,0.33257598,0.00019999835,4.9088707,None,None,None
405000,0.3260954,0.00019999835,4.9274898,None,None,None
406000,0.32838196,0.00019999835,3.8812733,236.8493640703091,236.8493640789968,4922.0
407000,0.30752376,0.00019999835,3.8018618,96.02851673960686,96.02851681646462,1608.5
408000,0.28224623,0.00019999832,2.6852894,None,None,None
409000,0.28204247,0.00019999832,2.7016246,None,None,None
410000,0.28623903,0.00019999832,2.6762586,None,None,None
411000,0.33280167,0.00019999832,3.990413,131.30366378402687,131.30366382693637,4519.875
412000,0.3155654,0.00019999832,5.010003,None,None,None
413000,0.3015555,0.00019999832,5.036292,None,None,None
414000,0.32704616,0.00019999832,5.0794115,None,None,None
415000,0.31336653,0.00019999832,5.131125,None,None,None
