Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
0,0.75451416,0.00019999359,3.2770472,7.6095877635262665,7.609587770995018,413.5483870967742
0,0.75010085,0.00019999359,2.598668,7.1736402560491115,7.173640281306592,520.85
0,0.65001184,0.00019999359,-0.320571,7.94238583308955,7.9423857912598725,507.76190476190476
0,0.6110311,0.00019999359,-3.0617325,15.41728284060955,15.41728293295805,760.7
0,0.57252073,0.00019999359,-5.8520393,26.382343731820583,26.382343619327457,943.4285714285714
0,0.73039395,0.00019999359,2.4555016,28.254134954418987,28.254134942630525,1643.551724137931
0,0.734667,0.00019999359,2.761433,19.064060973003507,19.064061032827947,715.75
0,0.6760986,0.00019999359,1.9677467,25.472603466982644,25.47260361523729,893.0833333333334
0,0.6564081,0.00019999359,1.49061,25.4362691573333,25.436269114160154,898.375
0,0.6838628,0.00019999359,0.79456633,44.05741400333742,44.05741386290065,1323.0
0,0.72554016,0.00019999359,2.9276843,46.40819411026314,46.40819417574664,1384.84375
0,0.6856157,0.00019999359,2.6551297,16.098695640917867,16.09869556036249,644.3333333333334
0,0.6367535,0.00019999359,1.1018007,18.046886712990023,18.04688665540325,718.0
0,0.60783774,0.00019999359,0.21904606,41.19998158489664,41.19998160276673,1140.4666666666667
0,0.62446505,0.00019999359,-0.80658156,36.45325543660232,36.45325544675919,1063.5882352941176
0,0.7007175,0.00019999359,2.7212467,32.00816793800914,32.00816785326715,1160.125
0,0.6673875,0.00019999359,1.9053823,19.1403957043464,19.140395918351487,674.9166666666666
0,0.6144324,0.00019999359,0.78348464,19.590248600683278,19.590248669234725,781.7777777777778
0,0.6149383,0.00019999359,-0.362832,35.445930131711066,35.44593021180256,994.4375
0,0.60020024,0.00019999359,-2.109386,19.19705155468546,19.197051531755164,870.5
0,0.70280737,0.00019999359,2.8410997,52.89828232969238,52.89828230177895,1700.344827586207
0,0.71180105,0.00019999359,3.00722,28.203585734125227,28.2035859008476,843.3125
0,0.71058476,0.00019999359,3.0945175,16.942496562500796,16.942496634300564,703.6666666666666
0,0.6928526,0.00019999359,3.004194,30.35919348692352,30.359193678033794,1055.8181818181818
0,0.6515253,0.00019999359,2.444962,25.475915915332735,25.475915999530475,884.0714285714286
0,0.6729199,0.00019999359,3.0090475,50.49597473521135,50.49597473382326,1310.125
0,0.67337155,0.00019999359,2.9578135,26.35196308302693,26.351963110161876,798.375
0,0.68942624,0.00019999359,2.882808,26.844037507167634,26.844037480069854,859.2941176470588
0,0.6780278,0.00019999359,2.776687,27.414883634179002,27.414883550260356,905.1111111111111
0,0.6681823,0.00019999359,2.1118784,47.65828607736954,47.65828609412623,1183.4285714285713
0,0.6915653,0.00019999359,2.8997855,28.61542818270391,28.615428261182785,857.84375
0,0.6689701,0.00019999359,2.935859,24.835002335719764,24.83500241758704,788.2352941176471
0,0.67851764,0.00019999359,2.7205718,15.124931978993118,15.124932035824799,591.0
0,0.64867616,0.00019999359,1.9242548,35.84693007788768,35.84693003304947,992.2631578947369
0,0.6199375,0.00019999359,0.8901844,26.533478435324994,26.53347848924518,766.0526315789474
0,0.6891173,0.00019999359,2.6494792,34.37866213703246,34.37866213544145,1031.939393939394
0,0.6767273,0.00019999359,2.9374666,14.137940855108594,14.137940906852045,553.1052631578947
0,0.64588535,0.00019999359,2.717981,28.145240093509738,28.145240177139524,852.2307692307693
0,0.6438687,0.00019999359,2.0347471,22.814207690718927,22.81420772220731,818.421052631579
0,0.62683225,0.00019999359,1.4251268,21.665430792607367,21.66543074439261,701.875
0,0.68980914,0.00019999359,2.7861135,49.66811281804215,49.668112935412424,1322.735294117647
0,0.6880409,0.00019999359,3.2105746,28.69039085296293,28.690390794154656,831.7333333333333
0,0.6880827,0.00019999359,2.8422284,29.83422304080291,29.8342231680733,901.6363636363636
0,0.6388639,0.00019999359,1.9488796,32.99012874507091,32.99012878814607,1028.0
0,0.6473434,0.00019999359,1.557123,64.046748473358,64.04674832093947,1602.578947368421
0,0.70767456,0.00019999359,2.9303534,21.129057446275564,21.129057485367078,723.4411764705883
0,0.6901931,0.00019999359,2.960569,19.751367742768846,19.7513677516806,735.2307692307693
0,0.68495965,0.00019999359,2.962381,23.052922993100115,23.052922908279534,787.9285714285714
0,0.6442461,0.00019999359,2.7239258,33.20801009635131,33.2080101797912,1013.9333333333333
0,0.6691287,0.00019999359,2.1449654,20.60675439812864,20.6067544990406,923.5
0,0.6943732,0.00019999359,2.9990432,53.001471581636,53.00147144614436,1344.7333333333333
0,0.6753843,0.00019999359,3.0474412,28.066055028614674,28.06605494254785,916.8181818181819
0,0.68760765,0.00019999359,2.9667625,36.376642067800276,36.376642093233954,1017.25
0,0.6845604,0.00019999359,2.8983831,20.911618795618416,20.9116188819331,826.6
0,0.67082685,0.00019999359,2.918102,36.015523169721874,36.01552322552305,1144.0714285714287
0,0.70178115,0.00019999359,2.9815667,48.568087157284026,48.56808718180153,1244.65625
0,0.6791231,0.00019999359,2.213378,15.75809262568752,15.758092672398751,631.1666666666666
0,0.623182,0.00019999359,0.94825745,29.829088162630796,29.829088205499513,911.2307692307693
0,0.6312815,0.00019999359,-0.13469052,33.299541340874775,33.299541331061974,905.1428571428571
0,0.5759973,0.00019999359,-1.7150451,37.238909992492864,37.238910042642146,1096.111111111111
0,0.69323784,0.00019999359,2.5569794,40.221080337216456,40.22108035147316,1486.0666666666666
0,0.67656285,0.00019999359,2.7685275,28.23332463191556,28.233324478936403,941.4285714285714
0,0.65787977,0.00019999359,2.68907,27.41565468747701,27.415654946535692,939.0714285714286
0,0.66645604,0.00019999359,3.0012689,29.49283186160028,29.492831911081414,931.2777777777778
0,0.67774284,0.00019999359,2.6239135,53.97045760716383,53.97045755514686,1373.3846153846155
0,0.6889647,0.00019999359,3.0049846,30.009377404795707,30.009377460270336,844.3243243243244
0,0.6794266,0.00019999359,3.1741626,18.955975782972846,18.955975730196894,693.7272727272727
0,0.666457,0.00019999359,2.8779519,34.29147546738386,34.29147564036114,923.0
0,0.64703345,0.00019999359,2.0189843,30.246899089392492,30.246899024859324,908.0588235294117
0,0.64012504,0.00019999359,1.4491781,34.94687053421512,34.94687038785423,1014.0
0,0.7082477,0.00019999359,2.7944677,30.791150198876856,30.79115017526275,905.5142857142857
0,0.6444014,0.00019999359,2.3060536,27.95854829132025,27.958548296919552,909.9285714285714
0,0.64852977,0.00019999359,1.583153,27.452085679603947,27.45208570690809,881.8888888888889
0,0.63110673,0.00019999359,0.36381546,34.414611508293696,34.4146115573894,1018.6666666666666
0,0.59472597,0.00019999359,-0.8780984,29.830399854616687,29.83039969683159,896.9090909090909
0,0.70227677,0.00019999359,2.344586,51.65874032430501,51.65874033457776,1620.25
0,0.64684683,0.00019999359,2.3097627,22.020915485918522,22.020915312568306,750.3846153846154
0,0.63718605,0.00019999359,1.7166362,23.285826596267082,23.28582652547354,719.8235294117648
0,0.59773135,0.00019999359,0.7188528,38.429569001247486,38.42956918551157,990.2666666666667
0,0.5713601,0.00019999359,-0.7487488,33.64459722317182,33.64459716534597,932.9230769230769
0,0.7017858,0.00019999359,2.539548,37.03731648948576,37.03731646049837,1198.6285714285714
0,0.6762721,0.00019999359,1.9273771,25.356854745779525,25.356854661164686,1000.9090909090909
0,0.71020746,0.00019999359,2.7147079,38.52758404409344,38.52758423032281,1074.7272727272727
0,0.6748353,0.00019999359,2.0480268,36.937286641448736,36.937286607308714,1278.3
0,0.63125,0.00019999359,1.7478341,27.950961634659997,27.950961759490312,862.1538461538462
0,0.7113611,0.00019999359,2.9439323,47.94968911726028,47.94968905001187,1341.6333333333334
0,0.68215173,0.00019999359,2.8039649,24.32232455611229,24.322324511820987,808.9
0,0.64043933,0.00019999359,2.1472652,34.059805218703474,34.05980520443252,1035.2307692307693
0,0.64756435,0.00019999359,1.6962106,25.815862640738487,25.815862480825444,833.9166666666666
0,0.6340995,0.00019999359,0.47392812,26.41054396579663,26.41054404897659,865.0833333333334
0,0.71134853,0.00019999359,2.9416544,55.716059571664246,55.71605958599438,1643.9285714285713
0,0.6811505,0.00019999359,2.9675345,25.503586537204683,25.503586496605447,830.5
0,0.67020315,0.00019999359,2.9698114,33.8122408558925,33.81224081494274,992.6
0,0.6961086,0.00019999359,2.970111,26.878196747687,26.87819671690949,865.3076923076923
0,0.638292,0.00019999359,1.964123,32.669717378169295,32.66971723629631,1051.6
0,0.6866713,0.00019999359,2.9808166,51.3954660716737,51.39546616132425,1412.6129032258063
0,0.6888835,0.00019999359,2.8214188,15.963131352793425,15.963131509372602,660.5
0,0.66655153,0.00019999359,2.8029735,18.648136333096772,18.648136178408947,715.4375
0,0.68075466,0.00019999359,2.6246336,34.592935691121966,34.59293558731963,978.875
0,0.6594755,0.00019999359,2.8798904,36.13354269939009,36.133542674540394,1117.125
0,0.6907501,0.00019999359,2.9323518,41.66832918696331,41.66832912994034,1079.8181818181818
0,0.68984926,0.00019999359,2.8961484,17.881010592728853,17.881010618299932,636.0666666666667
0,0.6625139,0.00019999359,2.9324174,17.72230177046731,17.722301769929345,678.1875
0,0.69132847,0.00019999359,3.0297124,26.369331674118126,26.36933150729887,810.8571428571429
0,0.671236,0.00019999359,2.9002836,48.19698127300944,48.196981376327415,1319.25
0,0.69873375,0.00019999359,2.994099,41.21878764051343,41.2187876285702,1091.6451612903227
0,0.66963327,0.00019999359,2.275734,35.14523392126841,35.145233859621925,995.6470588235294
0,0.6591397,0.00019999359,1.7126579,19.35878366418183,19.358783746666177,692.5833333333334
